,location,date,people_fully_vaccinated_per_hundred
21618,Croatia,2021-05-06,5.57
21619,Croatia,2021-05-07,5.93
21620,Croatia,2021-05-08,6.09
21621,Croatia,2021-05-09,6.15
21622,Croatia,2021-05-10,6.32
21623,Croatia,2021-05-11,6.51
21625,Croatia,2021-05-13,7.02
21626,Croatia,2021-05-14,7.33
21627,Croatia,2021-05-15,7.5
21628,Croatia,2021-05-16,7.51
21629,Croatia,2021-05-17,7.74
21630,Croatia,2021-05-18,7.99
21631,Croatia,2021-05-19,8.31
21633,Croatia,2021-05-21,9.54
21634,Croatia,2021-05-22,9.78
21635,Croatia,2021-05-23,9.78
21636,Croatia,2021-05-24,9.99
21637,Croatia,2021-05-25,10.01
21638,Croatia,2021-05-26,10.33
21639,Croatia,2021-05-27,10.87
21640,Croatia,2021-05-28,11.39
21641,Croatia,2021-05-29,11.65
21642,Croatia,2021-05-30,11.66
21643,Croatia,2021-05-31,12.01
21644,Croatia,2021-06-01,12.42
21645,Croatia,2021-06-02,13.03
21646,Croatia,2021-06-03,13.1
21647,Croatia,2021-06-04,13.54
21648,Croatia,2021-06-05,13.75
21649,Croatia,2021-06-06,13.78
21650,Croatia,2021-06-07,14.0
21651,Croatia,2021-06-08,14.39
21653,Croatia,2021-06-10,15.99
21654,Croatia,2021-06-11,16.7
21656,Croatia,2021-06-13,17.68
21657,Croatia,2021-06-14,18.15
21658,Croatia,2021-06-15,18.73
21659,Croatia,2021-06-16,19.26
21661,Croatia,2021-06-18,21.33
21663,Croatia,2021-06-20,22.13
21664,Croatia,2021-06-21,22.51
22111,Cuba,2021-05-31,1.3
22112,Cuba,2021-06-01,1.31
22113,Cuba,2021-06-02,1.33
22114,Cuba,2021-06-03,1.36
22115,Cuba,2021-06-04,1.38
22116,Cuba,2021-06-05,1.39
22117,Cuba,2021-06-06,1.39
22118,Cuba,2021-06-07,1.53
22119,Cuba,2021-06-08,1.88
22120,Cuba,2021-06-09,2.72
22121,Cuba,2021-06-10,3.59
22122,Cuba,2021-06-11,4.42
22123,Cuba,2021-06-12,5.11
22124,Cuba,2021-06-13,5.22
22125,Cuba,2021-06-14,5.89
22126,Cuba,2021-06-15,6.48
22127,Cuba,2021-06-16,7.0
22128,Cuba,2021-06-17,7.38
22129,Cuba,2021-06-18,7.71
22130,Cuba,2021-06-19,8.0
22131,Cuba,2021-06-20,8.06
22134,Curacao,2021-03-29,2.56
22135,Curacao,2021-03-30,2.88
22137,Curacao,2021-04-01,3.56
22141,Curacao,2021-04-05,4.68
22142,Curacao,2021-04-06,4.98
22143,Curacao,2021-04-07,5.38
22144,Curacao,2021-04-08,5.8
22145,Curacao,2021-04-09,6.23
22146,Curacao,2021-04-10,6.49
22149,Curacao,2021-04-13,7.3
22150,Curacao,2021-04-14,7.56
22151,Curacao,2021-04-15,7.79
22152,Curacao,2021-04-16,7.99
22153,Curacao,2021-04-17,8.27
22155,Curacao,2021-04-19,8.29
22156,Curacao,2021-04-20,8.71
22157,Curacao,2021-04-21,9.14
22158,Curacao,2021-04-22,9.36
22159,Curacao,2021-04-23,9.55
22160,Curacao,2021-04-24,10.0
22161,Curacao,2021-04-25,10.06
22162,Curacao,2021-04-26,11.0
22163,Curacao,2021-04-27,11.83
22164,Curacao,2021-04-28,12.05
22165,Curacao,2021-04-29,13.57
22166,Curacao,2021-04-30,14.29
22167,Curacao,2021-05-01,15.02
22168,Curacao,2021-05-02,15.02
22169,Curacao,2021-05-03,16.56
22170,Curacao,2021-05-04,17.37
22171,Curacao,2021-05-05,18.38
22172,Curacao,2021-05-06,18.85
22174,Curacao,2021-05-08,19.32
22175,Curacao,2021-05-09,19.68
22176,Curacao,2021-05-10,19.97
22177,Curacao,2021-05-11,20.47
22178,Curacao,2021-05-12,21.14
22179,Curacao,2021-05-13,22.48
22180,Curacao,2021-05-14,23.56
22181,Curacao,2021-05-15,24.85
22182,Curacao,2021-05-16,26.75
22183,Curacao,2021-05-17,27.84
22184,Curacao,2021-05-18,29.66
22185,Curacao,2021-05-19,31.47
22186,Curacao,2021-05-20,33.03
22187,Curacao,2021-05-21,35.41
22188,Curacao,2021-05-22,36.49
22189,Curacao,2021-05-23,36.93
22190,Curacao,2021-05-24,37.63
22191,Curacao,2021-05-25,38.83
22192,Curacao,2021-05-26,39.01
22193,Curacao,2021-05-27,39.62
22194,Curacao,2021-05-28,40.41
22195,Curacao,2021-05-29,40.85
22196,Curacao,2021-05-30,41.29
22197,Curacao,2021-05-31,41.93
22198,Curacao,2021-06-01,42.2
22199,Curacao,2021-06-02,42.59
22200,Curacao,2021-06-03,43.03
22201,Curacao,2021-06-04,43.15
22202,Curacao,2021-06-05,43.46
22203,Curacao,2021-06-06,43.65
22204,Curacao,2021-06-07,43.95
22205,Curacao,2021-06-08,44.23
22206,Curacao,2021-06-09,44.47
22207,Curacao,2021-06-10,44.63
22208,Curacao,2021-06-11,44.85
22209,Curacao,2021-06-12,45.1
22210,Curacao,2021-06-13,45.24
22211,Curacao,2021-06-14,45.47
22212,Curacao,2021-06-15,45.66
22213,Curacao,2021-06-16,45.8
22214,Curacao,2021-06-17,45.95
22215,Curacao,2021-06-18,46.18
22216,Curacao,2021-06-19,46.34
22217,Curacao,2021-06-20,46.52
22218,Curacao,2021-06-21,46.6
22219,Curacao,2021-06-22,46.74
22540,Cyprus,2021-01-23,0.23
22547,Cyprus,2021-01-30,0.63
22554,Cyprus,2021-02-06,1.14
22561,Cyprus,2021-02-13,1.69
22568,Cyprus,2021-02-20,2.19
22571,Cyprus,2021-02-23,2.32
22574,Cyprus,2021-02-26,2.58
22583,Cyprus,2021-03-07,3.28
22596,Cyprus,2021-03-20,4.11
22610,Cyprus,2021-04-03,5.35
22614,Cyprus,2021-04-07,5.76
22616,Cyprus,2021-04-09,5.97
22623,Cyprus,2021-04-16,6.52
22626,Cyprus,2021-04-19,6.62
22627,Cyprus,2021-04-20,6.65
22628,Cyprus,2021-04-21,6.71
22630,Cyprus,2021-04-23,6.87
22638,Cyprus,2021-05-01,7.93
22643,Cyprus,2021-05-06,9.09
22647,Cyprus,2021-05-10,9.95
22648,Cyprus,2021-05-11,10.44
22649,Cyprus,2021-05-12,10.82
22651,Cyprus,2021-05-14,11.89
22653,Cyprus,2021-05-16,12.43
22654,Cyprus,2021-05-17,13.07
22655,Cyprus,2021-05-18,13.92
22656,Cyprus,2021-05-19,14.63
22658,Cyprus,2021-05-21,16.85
22660,Cyprus,2021-05-23,18.38
22661,Cyprus,2021-05-24,18.65
22663,Cyprus,2021-05-26,21.01
22664,Cyprus,2021-05-27,21.81
22667,Cyprus,2021-05-30,23.88
22669,Cyprus,2021-06-01,25.95
22670,Cyprus,2021-06-02,26.7
22671,Cyprus,2021-06-03,27.12
22674,Cyprus,2021-06-06,28.08
22675,Cyprus,2021-06-07,28.61
22676,Cyprus,2021-06-08,28.95
22677,Cyprus,2021-06-09,29.69
22678,Cyprus,2021-06-10,30.33
22679,Cyprus,2021-06-11,30.57
22680,Cyprus,2021-06-12,31.48
22683,Cyprus,2021-06-15,32.25
22684,Cyprus,2021-06-16,32.98
22685,Cyprus,2021-06-17,33.82
22687,Cyprus,2021-06-19,34.9
23012,Czechia,2021-01-16,0.0
23013,Czechia,2021-01-17,0.01
23014,Czechia,2021-01-18,0.02
23015,Czechia,2021-01-19,0.05
23016,Czechia,2021-01-20,0.07
23017,Czechia,2021-01-21,0.09
23018,Czechia,2021-01-22,0.1
23019,Czechia,2021-01-23,0.11
23020,Czechia,2021-01-24,0.11
23021,Czechia,2021-01-25,0.14
23022,Czechia,2021-01-26,0.18
23023,Czechia,2021-01-27,0.22
23024,Czechia,2021-01-28,0.28
23025,Czechia,2021-01-29,0.35
23026,Czechia,2021-01-30,0.36
23027,Czechia,2021-01-31,0.37
23028,Czechia,2021-02-01,0.45
23029,Czechia,2021-02-02,0.54
23030,Czechia,2021-02-03,0.64
23031,Czechia,2021-02-04,0.76
23032,Czechia,2021-02-05,0.86
23033,Czechia,2021-02-06,0.88
23034,Czechia,2021-02-07,0.91
23035,Czechia,2021-02-08,1.01
23036,Czechia,2021-02-09,1.13
23037,Czechia,2021-02-10,1.25
23038,Czechia,2021-02-11,1.4
23039,Czechia,2021-02-12,1.54
23040,Czechia,2021-02-13,1.56
23041,Czechia,2021-02-14,1.58
23042,Czechia,2021-02-15,1.66
23043,Czechia,2021-02-16,1.75
23044,Czechia,2021-02-17,1.82
23045,Czechia,2021-02-18,1.9
23046,Czechia,2021-02-19,1.97
23047,Czechia,2021-02-20,1.98
23048,Czechia,2021-02-21,1.99
23049,Czechia,2021-02-22,2.04
23050,Czechia,2021-02-23,2.11
23051,Czechia,2021-02-24,2.16
23052,Czechia,2021-02-25,2.22
23053,Czechia,2021-02-26,2.26
23054,Czechia,2021-02-27,2.27
23055,Czechia,2021-02-28,2.28
23056,Czechia,2021-03-01,2.31
23057,Czechia,2021-03-02,2.34
23058,Czechia,2021-03-03,2.38
23059,Czechia,2021-03-04,2.42
23060,Czechia,2021-03-05,2.48
23061,Czechia,2021-03-06,2.48
23062,Czechia,2021-03-07,2.49
23063,Czechia,2021-03-08,2.54
23064,Czechia,2021-03-09,2.59
23065,Czechia,2021-03-10,2.66
23066,Czechia,2021-03-11,2.74
23067,Czechia,2021-03-12,2.82
23068,Czechia,2021-03-13,2.83
23069,Czechia,2021-03-14,2.84
23070,Czechia,2021-03-15,2.92
23071,Czechia,2021-03-16,3.02
23072,Czechia,2021-03-17,3.12
23073,Czechia,2021-03-18,3.23
23074,Czechia,2021-03-19,3.36
23075,Czechia,2021-03-20,3.38
23076,Czechia,2021-03-21,3.39
23077,Czechia,2021-03-22,3.51
23078,Czechia,2021-03-23,3.63
23079,Czechia,2021-03-24,3.78
23080,Czechia,2021-03-25,3.94
23081,Czechia,2021-03-26,4.1
23082,Czechia,2021-03-27,4.15
23083,Czechia,2021-03-28,4.19
23084,Czechia,2021-03-29,4.38
23085,Czechia,2021-03-30,4.59
23086,Czechia,2021-03-31,4.84
23087,Czechia,2021-04-01,5.14
23088,Czechia,2021-04-02,5.25
23089,Czechia,2021-04-03,5.36
23090,Czechia,2021-04-04,5.44
23091,Czechia,2021-04-05,5.5
23092,Czechia,2021-04-06,5.78
23093,Czechia,2021-04-07,5.98
23094,Czechia,2021-04-08,6.27
23095,Czechia,2021-04-09,6.55
23096,Czechia,2021-04-10,6.69
23097,Czechia,2021-04-11,6.78
23098,Czechia,2021-04-12,7.02
23099,Czechia,2021-04-13,7.26
23100,Czechia,2021-04-14,7.51
23101,Czechia,2021-04-15,7.75
23102,Czechia,2021-04-16,7.99
23103,Czechia,2021-04-17,8.07
23104,Czechia,2021-04-18,8.12
23105,Czechia,2021-04-19,8.26
23106,Czechia,2021-04-20,8.41
23107,Czechia,2021-04-21,8.54
23108,Czechia,2021-04-22,8.7
23109,Czechia,2021-04-23,8.81
23110,Czechia,2021-04-24,8.86
23111,Czechia,2021-04-25,8.9
23112,Czechia,2021-04-26,8.97
23113,Czechia,2021-04-27,9.08
23114,Czechia,2021-04-28,9.21
23115,Czechia,2021-04-29,9.36
23116,Czechia,2021-04-30,9.45
23117,Czechia,2021-05-01,9.48
23118,Czechia,2021-05-02,9.5
23119,Czechia,2021-05-03,9.55
23120,Czechia,2021-05-04,9.63
23121,Czechia,2021-05-05,9.71
23122,Czechia,2021-05-06,9.81
23123,Czechia,2021-05-07,9.9
23124,Czechia,2021-05-08,9.92
23125,Czechia,2021-05-09,9.93
23126,Czechia,2021-05-10,10.0
23127,Czechia,2021-05-11,10.08
23128,Czechia,2021-05-12,10.16
23129,Czechia,2021-05-13,10.25
23130,Czechia,2021-05-14,10.32
23131,Czechia,2021-05-15,10.34
23132,Czechia,2021-05-16,10.35
23133,Czechia,2021-05-17,10.41
23134,Czechia,2021-05-18,10.53
23135,Czechia,2021-05-19,10.67
23136,Czechia,2021-05-20,10.92
23137,Czechia,2021-05-21,11.18
23138,Czechia,2021-05-22,11.28
23139,Czechia,2021-05-23,11.37
23140,Czechia,2021-05-24,11.68
23141,Czechia,2021-05-25,12.01
23142,Czechia,2021-05-26,12.36
23143,Czechia,2021-05-27,12.8
23144,Czechia,2021-05-28,13.23
23145,Czechia,2021-05-29,13.39
23146,Czechia,2021-05-30,13.52
23147,Czechia,2021-05-31,13.97
23148,Czechia,2021-06-01,14.42
23149,Czechia,2021-06-02,14.92
23150,Czechia,2021-06-03,15.48
23151,Czechia,2021-06-04,16.01
23152,Czechia,2021-06-05,16.18
23153,Czechia,2021-06-06,16.32
23154,Czechia,2021-06-07,16.84
23155,Czechia,2021-06-08,17.35
23156,Czechia,2021-06-09,17.95
23157,Czechia,2021-06-10,18.6
23158,Czechia,2021-06-11,19.25
23159,Czechia,2021-06-12,19.44
23160,Czechia,2021-06-13,19.61
23161,Czechia,2021-06-14,20.3
23162,Czechia,2021-06-15,20.97
23163,Czechia,2021-06-16,21.7
23164,Czechia,2021-06-17,22.47
23165,Czechia,2021-06-18,23.21
23166,Czechia,2021-06-19,23.48
23167,Czechia,2021-06-20,23.7
23168,Czechia,2021-06-21,24.43
23169,Czechia,2021-06-22,25.17
23624,Democratic Republic of Congo,2021-06-08,0.0
23626,Democratic Republic of Congo,2021-06-10,0.0
23630,Democratic Republic of Congo,2021-06-14,0.0
23636,Democratic Republic of Congo,2021-06-20,0.0
23976,Denmark,2021-01-04,0.0
23977,Denmark,2021-01-05,0.0
23978,Denmark,2021-01-06,0.0
23979,Denmark,2021-01-07,0.0
23980,Denmark,2021-01-08,0.0
23981,Denmark,2021-01-09,0.0
23982,Denmark,2021-01-10,0.0
23983,Denmark,2021-01-11,0.0
23984,Denmark,2021-01-12,0.0
23985,Denmark,2021-01-13,0.0
23986,Denmark,2021-01-14,0.0
23987,Denmark,2021-01-15,0.0
23988,Denmark,2021-01-16,0.0
23989,Denmark,2021-01-17,0.01
23990,Denmark,2021-01-18,0.05
23991,Denmark,2021-01-19,0.08
23992,Denmark,2021-01-20,0.11
23993,Denmark,2021-01-21,0.15
23994,Denmark,2021-01-22,0.25
23995,Denmark,2021-01-23,0.37
23996,Denmark,2021-01-24,0.48
23997,Denmark,2021-01-25,0.52
23998,Denmark,2021-01-26,0.55
23999,Denmark,2021-01-27,0.63
24000,Denmark,2021-01-28,0.77
24001,Denmark,2021-01-29,1.08
24002,Denmark,2021-01-30,1.3
24003,Denmark,2021-01-31,1.5
24004,Denmark,2021-02-01,1.64
24005,Denmark,2021-02-02,1.69
24006,Denmark,2021-02-03,1.8
24007,Denmark,2021-02-04,1.98
24008,Denmark,2021-02-05,2.21
24009,Denmark,2021-02-06,2.33
24010,Denmark,2021-02-07,2.39
24011,Denmark,2021-02-08,2.51
24012,Denmark,2021-02-09,2.6
24013,Denmark,2021-02-10,2.66
24014,Denmark,2021-02-11,2.7
24015,Denmark,2021-02-12,2.84
24016,Denmark,2021-02-13,2.85
24017,Denmark,2021-02-14,2.86
24018,Denmark,2021-02-15,2.92
24019,Denmark,2021-02-16,2.94
24020,Denmark,2021-02-17,2.95
24021,Denmark,2021-02-18,2.95
24022,Denmark,2021-02-19,2.97
24023,Denmark,2021-02-20,2.98
24024,Denmark,2021-02-21,2.99
24025,Denmark,2021-02-22,3.01
24026,Denmark,2021-02-23,3.04
24027,Denmark,2021-02-24,3.07
24028,Denmark,2021-02-25,3.08
24029,Denmark,2021-02-26,3.1
24030,Denmark,2021-02-27,3.13
24031,Denmark,2021-02-28,3.15
24032,Denmark,2021-03-01,3.17
24033,Denmark,2021-03-02,3.19
24034,Denmark,2021-03-03,3.21
24035,Denmark,2021-03-04,3.24
24036,Denmark,2021-03-05,3.34
24037,Denmark,2021-03-06,3.41
24038,Denmark,2021-03-07,3.48
24039,Denmark,2021-03-08,3.59
24040,Denmark,2021-03-09,3.72
24041,Denmark,2021-03-10,3.84
24042,Denmark,2021-03-11,3.98
24043,Denmark,2021-03-12,4.16
24044,Denmark,2021-03-13,4.27
24045,Denmark,2021-03-14,4.43
24046,Denmark,2021-03-15,4.6
24047,Denmark,2021-03-16,4.76
24048,Denmark,2021-03-17,4.92
24049,Denmark,2021-03-18,5.05
24050,Denmark,2021-03-19,5.25
24051,Denmark,2021-03-20,5.33
24052,Denmark,2021-03-21,5.42
24053,Denmark,2021-03-22,5.55
24054,Denmark,2021-03-23,5.68
24055,Denmark,2021-03-24,5.91
24056,Denmark,2021-03-25,6.06
24057,Denmark,2021-03-26,6.2
24058,Denmark,2021-03-27,6.25
24059,Denmark,2021-03-28,6.3
24060,Denmark,2021-03-29,6.41
24061,Denmark,2021-03-30,6.51
24062,Denmark,2021-03-31,6.68
24063,Denmark,2021-04-01,6.8
24064,Denmark,2021-04-02,6.92
24065,Denmark,2021-04-03,6.96
24066,Denmark,2021-04-04,6.99
24067,Denmark,2021-04-05,7.01
24068,Denmark,2021-04-06,7.12
24069,Denmark,2021-04-07,7.26
24070,Denmark,2021-04-08,7.41
24071,Denmark,2021-04-09,7.56
24072,Denmark,2021-04-10,7.66
24073,Denmark,2021-04-11,7.73
24074,Denmark,2021-04-12,7.93
24075,Denmark,2021-04-13,8.04
24076,Denmark,2021-04-14,8.23
24077,Denmark,2021-04-15,8.39
24078,Denmark,2021-04-16,8.53
24079,Denmark,2021-04-17,8.58
24080,Denmark,2021-04-18,8.67
24081,Denmark,2021-04-19,8.92
24082,Denmark,2021-04-20,9.21
24083,Denmark,2021-04-21,9.43
24084,Denmark,2021-04-22,9.52
24085,Denmark,2021-04-23,9.72
24086,Denmark,2021-04-24,9.85
24087,Denmark,2021-04-25,9.94
24088,Denmark,2021-04-26,10.08
24089,Denmark,2021-04-27,10.44
24090,Denmark,2021-04-28,10.8
24091,Denmark,2021-04-29,11.11
24092,Denmark,2021-04-30,11.17
24093,Denmark,2021-05-01,11.28
24094,Denmark,2021-05-02,11.52
24095,Denmark,2021-05-03,12.31
24096,Denmark,2021-05-04,12.74
24097,Denmark,2021-05-05,13.24
24098,Denmark,2021-05-06,13.69
24099,Denmark,2021-05-07,14.11
24100,Denmark,2021-05-08,14.64
24101,Denmark,2021-05-09,14.93
24102,Denmark,2021-05-10,15.56
24103,Denmark,2021-05-11,16.01
24104,Denmark,2021-05-12,16.48
24105,Denmark,2021-05-13,16.82
24106,Denmark,2021-05-14,17.35
24107,Denmark,2021-05-15,17.69
24108,Denmark,2021-05-16,17.93
24109,Denmark,2021-05-17,18.45
24110,Denmark,2021-05-18,18.98
24111,Denmark,2021-05-19,19.37
24112,Denmark,2021-05-20,19.76
24113,Denmark,2021-05-21,20.09
24114,Denmark,2021-05-22,20.3
24115,Denmark,2021-05-23,20.41
24116,Denmark,2021-05-24,20.57
24117,Denmark,2021-05-25,20.8
24118,Denmark,2021-05-26,21.01
24119,Denmark,2021-05-27,21.22
24120,Denmark,2021-05-28,21.39
24121,Denmark,2021-05-29,21.48
24122,Denmark,2021-05-30,21.6
24123,Denmark,2021-05-31,21.97
24124,Denmark,2021-06-01,22.28
24125,Denmark,2021-06-02,22.58
24126,Denmark,2021-06-03,22.99
24127,Denmark,2021-06-04,23.23
24128,Denmark,2021-06-05,23.36
24129,Denmark,2021-06-06,23.62
24130,Denmark,2021-06-07,24.0
24131,Denmark,2021-06-08,24.43
24132,Denmark,2021-06-09,24.85
24133,Denmark,2021-06-10,25.15
24134,Denmark,2021-06-11,25.47
24135,Denmark,2021-06-12,25.69
24136,Denmark,2021-06-13,25.92
24137,Denmark,2021-06-14,26.3
24138,Denmark,2021-06-15,26.62
24139,Denmark,2021-06-16,27.07
24140,Denmark,2021-06-17,27.45
24141,Denmark,2021-06-18,27.92
24142,Denmark,2021-06-19,28.23
24143,Denmark,2021-06-20,28.5
24144,Denmark,2021-06-21,28.95
24552,Djibouti,2021-04-28,0.05
24578,Djibouti,2021-05-24,0.24
24586,Djibouti,2021-06-01,0.89
24983,Dominica,2021-04-01,0.47
24994,Dominica,2021-04-12,0.66
25002,Dominica,2021-04-20,3.54
25004,Dominica,2021-04-22,6.69
25010,Dominica,2021-04-28,12.95
25019,Dominica,2021-05-07,18.26
25024,Dominica,2021-05-12,19.36
25029,Dominica,2021-05-17,20.39
25030,Dominica,2021-05-18,20.64
25038,Dominica,2021-05-26,23.36
25040,Dominica,2021-05-28,23.89
25043,Dominica,2021-05-31,23.99
25045,Dominica,2021-06-02,24.03
25048,Dominica,2021-06-05,24.21
25052,Dominica,2021-06-09,24.49
25057,Dominica,2021-06-14,24.79
25460,Dominican Republic,2021-03-30,0.5
25475,Dominican Republic,2021-04-14,5.53
25486,Dominican Republic,2021-04-25,6.95
25487,Dominican Republic,2021-04-26,7.08
25488,Dominican Republic,2021-04-27,7.19
25489,Dominican Republic,2021-04-28,7.26
25490,Dominican Republic,2021-04-29,7.3
25491,Dominican Republic,2021-04-30,7.34
25492,Dominican Republic,2021-05-01,7.34
25493,Dominican Republic,2021-05-02,7.35
25494,Dominican Republic,2021-05-03,7.38
25495,Dominican Republic,2021-05-04,7.41
25496,Dominican Republic,2021-05-05,7.44
25497,Dominican Republic,2021-05-06,7.45
25498,Dominican Republic,2021-05-07,7.47
25499,Dominican Republic,2021-05-08,7.47
25500,Dominican Republic,2021-05-09,7.47
25501,Dominican Republic,2021-05-10,7.49
25502,Dominican Republic,2021-05-11,7.51
25503,Dominican Republic,2021-05-12,7.53
25504,Dominican Republic,2021-05-13,7.54
25505,Dominican Republic,2021-05-14,7.56
25506,Dominican Republic,2021-05-15,7.56
25507,Dominican Republic,2021-05-16,7.56
25509,Dominican Republic,2021-05-18,7.61
25510,Dominican Republic,2021-05-19,7.64
25511,Dominican Republic,2021-05-20,7.79
25512,Dominican Republic,2021-05-21,8.04
25513,Dominican Republic,2021-05-22,8.11
25514,Dominican Republic,2021-05-23,8.14
25515,Dominican Republic,2021-05-24,8.41
25516,Dominican Republic,2021-05-25,8.71
25517,Dominican Republic,2021-05-26,9.0
25518,Dominican Republic,2021-05-27,9.28
25519,Dominican Republic,2021-05-28,9.53
25520,Dominican Republic,2021-05-29,9.6
25521,Dominican Republic,2021-05-30,9.61
25522,Dominican Republic,2021-05-31,10.02
25523,Dominican Republic,2021-06-01,10.53
25524,Dominican Republic,2021-06-02,11.07
25525,Dominican Republic,2021-06-03,11.35
25526,Dominican Republic,2021-06-04,12.01
25527,Dominican Republic,2021-06-05,12.27
25528,Dominican Republic,2021-06-06,12.43
25529,Dominican Republic,2021-06-07,13.32
25530,Dominican Republic,2021-06-08,14.42
25531,Dominican Republic,2021-06-09,15.56
25532,Dominican Republic,2021-06-10,16.85
25533,Dominican Republic,2021-06-11,17.94
25534,Dominican Republic,2021-06-12,18.23
25535,Dominican Republic,2021-06-13,18.37
25536,Dominican Republic,2021-06-14,19.34
25537,Dominican Republic,2021-06-15,20.16
25538,Dominican Republic,2021-06-16,20.76
25539,Dominican Republic,2021-06-17,21.49
25540,Dominican Republic,2021-06-18,22.24
25541,Dominican Republic,2021-06-19,22.61
25542,Dominican Republic,2021-06-20,22.78
25543,Dominican Republic,2021-06-21,23.47
25898,Ecuador,2021-02-17,0.01
25905,Ecuador,2021-02-24,0.02
25910,Ecuador,2021-03-01,0.04
25913,Ecuador,2021-03-04,0.04
25914,Ecuador,2021-03-05,0.04
25917,Ecuador,2021-03-08,0.04
25918,Ecuador,2021-03-09,0.04
25920,Ecuador,2021-03-11,0.04
25921,Ecuador,2021-03-12,0.04
25922,Ecuador,2021-03-13,0.11
25924,Ecuador,2021-03-15,0.11
25930,Ecuador,2021-03-21,0.22
25932,Ecuador,2021-03-23,0.22
25933,Ecuador,2021-03-24,0.22
25935,Ecuador,2021-03-26,0.33
25936,Ecuador,2021-03-27,0.34
25938,Ecuador,2021-03-29,0.35
25941,Ecuador,2021-04-01,0.44
25944,Ecuador,2021-04-04,0.51
25945,Ecuador,2021-04-05,0.6
25946,Ecuador,2021-04-06,0.64
25948,Ecuador,2021-04-08,0.64
25954,Ecuador,2021-04-14,0.81
25955,Ecuador,2021-04-15,0.83
25956,Ecuador,2021-04-16,0.91
25957,Ecuador,2021-04-17,0.95
25958,Ecuador,2021-04-18,0.97
25959,Ecuador,2021-04-19,1.0
25960,Ecuador,2021-04-20,1.02
25961,Ecuador,2021-04-21,1.06
25962,Ecuador,2021-04-22,1.07
25963,Ecuador,2021-04-23,1.11
25964,Ecuador,2021-04-24,1.14
25965,Ecuador,2021-04-25,1.15
25966,Ecuador,2021-04-26,1.19
25967,Ecuador,2021-04-27,1.25
25968,Ecuador,2021-04-28,1.29
25969,Ecuador,2021-04-29,1.3
25970,Ecuador,2021-04-30,1.36
25971,Ecuador,2021-05-01,1.39
25972,Ecuador,2021-05-02,1.39
25974,Ecuador,2021-05-04,1.43
25975,Ecuador,2021-05-05,1.46
25976,Ecuador,2021-05-06,1.49
25977,Ecuador,2021-05-07,1.5
25979,Ecuador,2021-05-09,1.51
25981,Ecuador,2021-05-11,1.55
25982,Ecuador,2021-05-12,1.58
25983,Ecuador,2021-05-13,1.72
25984,Ecuador,2021-05-14,1.8
25985,Ecuador,2021-05-15,1.89
25986,Ecuador,2021-05-16,1.96
25987,Ecuador,2021-05-17,2.02
25988,Ecuador,2021-05-18,2.15
25989,Ecuador,2021-05-19,2.27
25990,Ecuador,2021-05-20,2.43
25992,Ecuador,2021-05-22,2.77
25993,Ecuador,2021-05-23,2.82
25995,Ecuador,2021-05-25,2.92
25997,Ecuador,2021-05-27,3.31
25998,Ecuador,2021-05-28,3.6
25999,Ecuador,2021-05-29,3.7
26000,Ecuador,2021-05-30,3.75
26002,Ecuador,2021-06-01,4.34
26003,Ecuador,2021-06-02,4.48
26004,Ecuador,2021-06-03,4.69
26005,Ecuador,2021-06-04,4.83
26006,Ecuador,2021-06-05,4.94
26007,Ecuador,2021-06-06,4.95
26008,Ecuador,2021-06-07,5.06
26009,Ecuador,2021-06-08,5.16
26014,Ecuador,2021-06-13,5.88
26016,Ecuador,2021-06-15,5.97
26020,Ecuador,2021-06-19,6.84
26021,Ecuador,2021-06-20,6.87
26022,Ecuador,2021-06-21,6.98
26474,Egypt,2021-05-09,0.23
26476,Egypt,2021-05-11,0.23
26487,Egypt,2021-05-22,0.3
26488,Egypt,2021-05-23,0.3
26489,Egypt,2021-05-24,0.31
26490,Egypt,2021-05-25,0.31
26494,Egypt,2021-05-29,0.32
26497,Egypt,2021-06-01,0.35
26505,Egypt,2021-06-09,0.51
26508,Egypt,2021-06-12,0.56
26510,Egypt,2021-06-14,0.65
26512,Egypt,2021-06-16,0.66
26516,Egypt,2021-06-20,0.68
26909,El Salvador,2021-04-13,0.04
26910,El Salvador,2021-04-14,0.09
26911,El Salvador,2021-04-15,0.15
26912,El Salvador,2021-04-16,0.24
26913,El Salvador,2021-04-17,0.28
26918,El Salvador,2021-04-22,0.37
26919,El Salvador,2021-04-23,0.37
26922,El Salvador,2021-04-26,0.42
26923,El Salvador,2021-04-27,0.62
26924,El Salvador,2021-04-28,0.89
26925,El Salvador,2021-04-29,1.05
26926,El Salvador,2021-04-30,1.17
26930,El Salvador,2021-05-04,1.56
26931,El Salvador,2021-05-05,1.73
26932,El Salvador,2021-05-06,1.96
26933,El Salvador,2021-05-07,2.4
26937,El Salvador,2021-05-11,3.05
26939,El Salvador,2021-05-13,4.08
26940,El Salvador,2021-05-14,4.59
26941,El Salvador,2021-05-15,5.02
26943,El Salvador,2021-05-17,5.65
26944,El Salvador,2021-05-18,6.17
26945,El Salvador,2021-05-19,6.65
26946,El Salvador,2021-05-20,7.15
26947,El Salvador,2021-05-21,7.94
26948,El Salvador,2021-05-22,8.4
26950,El Salvador,2021-05-24,9.13
26951,El Salvador,2021-05-25,9.74
26952,El Salvador,2021-05-26,10.37
26953,El Salvador,2021-05-27,11.0
26957,El Salvador,2021-05-31,12.1
