,location,date,people_fully_vaccinated_per_hundred
442,Afghanistan,2021-05-11,0.14
451,Afghanistan,2021-05-20,0.2
455,Afghanistan,2021-05-24,0.25
457,Afghanistan,2021-05-26,0.29
458,Afghanistan,2021-05-27,0.29
461,Afghanistan,2021-05-30,0.31
464,Afghanistan,2021-06-02,0.37
465,Afghanistan,2021-06-03,0.38
470,Afghanistan,2021-06-08,0.41
476,Afghanistan,2021-06-14,0.46
484,Afghanistan,2021-06-22,0.47
841,Africa,2021-02-03,0.0
842,Africa,2021-02-04,0.0
843,Africa,2021-02-05,0.0
844,Africa,2021-02-06,0.0
846,Africa,2021-02-08,0.0
847,Africa,2021-02-09,0.0
848,Africa,2021-02-10,0.0
849,Africa,2021-02-11,0.0
850,Africa,2021-02-12,0.0
851,Africa,2021-02-13,0.0
853,Africa,2021-02-15,0.0
854,Africa,2021-02-16,0.0
855,Africa,2021-02-17,0.0
856,Africa,2021-02-18,0.0
857,Africa,2021-02-19,0.0
858,Africa,2021-02-20,0.0
859,Africa,2021-02-21,0.0
860,Africa,2021-02-22,0.01
861,Africa,2021-02-23,0.01
862,Africa,2021-02-24,0.01
863,Africa,2021-02-25,0.01
864,Africa,2021-02-26,0.01
865,Africa,2021-02-27,0.02
866,Africa,2021-02-28,0.02
867,Africa,2021-03-01,0.02
868,Africa,2021-03-02,0.03
869,Africa,2021-03-03,0.03
870,Africa,2021-03-04,0.04
871,Africa,2021-03-05,0.05
872,Africa,2021-03-06,0.05
873,Africa,2021-03-07,0.05
874,Africa,2021-03-08,0.06
875,Africa,2021-03-09,0.06
876,Africa,2021-03-10,0.08
877,Africa,2021-03-11,0.08
878,Africa,2021-03-12,0.1
879,Africa,2021-03-13,0.12
880,Africa,2021-03-14,0.12
881,Africa,2021-03-15,0.14
882,Africa,2021-03-16,0.16
883,Africa,2021-03-17,0.17
884,Africa,2021-03-18,0.17
885,Africa,2021-03-19,0.19
886,Africa,2021-03-20,0.2
887,Africa,2021-03-21,0.2
888,Africa,2021-03-22,0.2
889,Africa,2021-03-23,0.21
890,Africa,2021-03-24,0.23
891,Africa,2021-03-25,0.25
892,Africa,2021-03-26,0.26
893,Africa,2021-03-27,0.27
894,Africa,2021-03-28,0.27
895,Africa,2021-03-29,0.28
896,Africa,2021-03-30,0.29
897,Africa,2021-03-31,0.3
898,Africa,2021-04-01,0.31
899,Africa,2021-04-02,0.31
900,Africa,2021-04-03,0.32
901,Africa,2021-04-04,0.32
902,Africa,2021-04-05,0.32
903,Africa,2021-04-06,0.32
904,Africa,2021-04-07,0.33
905,Africa,2021-04-08,0.33
906,Africa,2021-04-09,0.33
907,Africa,2021-04-10,0.34
908,Africa,2021-04-11,0.34
909,Africa,2021-04-12,0.34
910,Africa,2021-04-13,0.34
911,Africa,2021-04-14,0.34
912,Africa,2021-04-15,0.34
913,Africa,2021-04-16,0.34
914,Africa,2021-04-17,0.34
915,Africa,2021-04-18,0.35
916,Africa,2021-04-19,0.35
917,Africa,2021-04-20,0.35
918,Africa,2021-04-21,0.35
919,Africa,2021-04-22,0.35
920,Africa,2021-04-23,0.35
921,Africa,2021-04-24,0.35
922,Africa,2021-04-25,0.35
923,Africa,2021-04-26,0.35
924,Africa,2021-04-27,0.36
925,Africa,2021-04-28,0.36
926,Africa,2021-04-29,0.36
927,Africa,2021-04-30,0.36
928,Africa,2021-05-01,0.37
929,Africa,2021-05-02,0.37
930,Africa,2021-05-03,0.37
931,Africa,2021-05-04,0.38
932,Africa,2021-05-05,0.38
933,Africa,2021-05-06,0.38
934,Africa,2021-05-07,0.39
935,Africa,2021-05-08,0.39
936,Africa,2021-05-09,0.41
937,Africa,2021-05-10,0.41
938,Africa,2021-05-11,0.42
939,Africa,2021-05-12,0.43
940,Africa,2021-05-13,0.43
941,Africa,2021-05-14,0.44
942,Africa,2021-05-15,0.44
943,Africa,2021-05-16,0.45
944,Africa,2021-05-17,0.45
945,Africa,2021-05-18,0.46
946,Africa,2021-05-19,0.47
947,Africa,2021-05-20,0.48
948,Africa,2021-05-21,0.5
949,Africa,2021-05-22,0.5
950,Africa,2021-05-23,0.51
951,Africa,2021-05-24,0.51
952,Africa,2021-05-25,0.52
953,Africa,2021-05-26,0.53
954,Africa,2021-05-27,0.53
955,Africa,2021-05-28,0.54
956,Africa,2021-05-29,0.54
957,Africa,2021-05-30,0.55
958,Africa,2021-05-31,0.63
959,Africa,2021-06-01,0.65
960,Africa,2021-06-02,0.66
961,Africa,2021-06-03,0.67
962,Africa,2021-06-04,0.68
963,Africa,2021-06-05,0.69
964,Africa,2021-06-06,0.7
965,Africa,2021-06-07,0.72
966,Africa,2021-06-08,0.76
967,Africa,2021-06-09,0.8
968,Africa,2021-06-10,0.82
969,Africa,2021-06-11,0.84
970,Africa,2021-06-12,0.85
971,Africa,2021-06-13,0.85
972,Africa,2021-06-14,0.88
973,Africa,2021-06-15,0.94
974,Africa,2021-06-16,0.95
975,Africa,2021-06-17,0.97
976,Africa,2021-06-18,0.98
977,Africa,2021-06-19,0.99
978,Africa,2021-06-20,1.0
979,Africa,2021-06-21,1.02
980,Africa,2021-06-22,1.03
1324,Albania,2021-02-02,0.0
1331,Albania,2021-02-09,0.02
1339,Albania,2021-02-17,0.02
1340,Albania,2021-02-18,0.02
1344,Albania,2021-02-22,0.02
1422,Albania,2021-05-11,6.31
1423,Albania,2021-05-12,6.53
1424,Albania,2021-05-13,6.7
1425,Albania,2021-05-14,7.12
1428,Albania,2021-05-17,7.75
1429,Albania,2021-05-18,7.95
1430,Albania,2021-05-19,8.15
1431,Albania,2021-05-20,8.26
1432,Albania,2021-05-21,8.33
1434,Albania,2021-05-23,8.47
1435,Albania,2021-05-24,8.68
1437,Albania,2021-05-26,9.35
1438,Albania,2021-05-27,9.63
1441,Albania,2021-05-30,9.97
1442,Albania,2021-05-31,10.09
1443,Albania,2021-06-01,10.19
1445,Albania,2021-06-03,10.33
1448,Albania,2021-06-06,10.64
1449,Albania,2021-06-07,10.78
1450,Albania,2021-06-08,10.97
1451,Albania,2021-06-09,11.14
1452,Albania,2021-06-10,11.28
1453,Albania,2021-06-11,11.42
1454,Albania,2021-06-12,11.51
1455,Albania,2021-06-13,11.54
1456,Albania,2021-06-14,11.63
1457,Albania,2021-06-15,11.83
1458,Albania,2021-06-16,11.99
1459,Albania,2021-06-17,12.21
1462,Albania,2021-06-20,12.68
1463,Albania,2021-06-21,12.87
2320,Andorra,2021-03-08,1.52
2322,Andorra,2021-03-10,1.64
2327,Andorra,2021-03-15,1.64
2348,Andorra,2021-04-05,5.8
2362,Andorra,2021-04-19,6.06
2369,Andorra,2021-04-26,6.06
2376,Andorra,2021-05-03,6.08
2383,Andorra,2021-05-10,6.09
2390,Andorra,2021-05-17,6.09
2404,Andorra,2021-05-31,10.75
2411,Andorra,2021-06-07,14.16
2418,Andorra,2021-06-14,21.25
2845,Angola,2021-05-12,0.12
2851,Angola,2021-05-18,0.23
2854,Angola,2021-05-21,0.39
2859,Angola,2021-05-26,0.6
2864,Angola,2021-05-31,0.7
2872,Angola,2021-06-08,1.14
2874,Angola,2021-06-10,1.36
2879,Angola,2021-06-15,1.5
2884,Angola,2021-06-20,1.56
2964,Anguilla,2021-04-22,5.22
2989,Anguilla,2021-05-17,29.49
3000,Anguilla,2021-05-28,36.26
3007,Anguilla,2021-06-04,36.75
3014,Anguilla,2021-06-11,38.78
3021,Anguilla,2021-06-18,40.09
3452,Antigua and Barbuda,2021-05-17,2.64
3456,Antigua and Barbuda,2021-05-21,7.2
3460,Antigua and Barbuda,2021-05-25,9.45
3461,Antigua and Barbuda,2021-05-26,11.59
3462,Antigua and Barbuda,2021-05-27,13.19
3464,Antigua and Barbuda,2021-05-29,15.45
3466,Antigua and Barbuda,2021-05-31,17.22
3469,Antigua and Barbuda,2021-06-03,18.56
3472,Antigua and Barbuda,2021-06-06,21.95
3473,Antigua and Barbuda,2021-06-07,23.38
3475,Antigua and Barbuda,2021-06-09,23.93
3478,Antigua and Barbuda,2021-06-12,24.35
3481,Antigua and Barbuda,2021-06-15,24.84
3483,Antigua and Barbuda,2021-06-17,27.16
3874,Argentina,2021-01-20,0.01
3875,Argentina,2021-01-21,0.04
3876,Argentina,2021-01-22,0.06
3877,Argentina,2021-01-23,0.06
3878,Argentina,2021-01-24,0.07
3879,Argentina,2021-01-25,0.07
3880,Argentina,2021-01-26,0.09
3881,Argentina,2021-01-27,0.1
3882,Argentina,2021-01-28,0.11
3883,Argentina,2021-01-29,0.15
3884,Argentina,2021-01-30,0.19
3886,Argentina,2021-02-01,0.21
3888,Argentina,2021-02-03,0.25
3889,Argentina,2021-02-04,0.32
3891,Argentina,2021-02-06,0.36
3892,Argentina,2021-02-07,0.4
3893,Argentina,2021-02-08,0.42
3894,Argentina,2021-02-09,0.42
3895,Argentina,2021-02-10,0.44
3896,Argentina,2021-02-11,0.47
3897,Argentina,2021-02-12,0.49
3898,Argentina,2021-02-13,0.52
3899,Argentina,2021-02-14,0.53
3900,Argentina,2021-02-15,0.53
3901,Argentina,2021-02-16,0.53
3902,Argentina,2021-02-17,0.53
3903,Argentina,2021-02-18,0.54
3904,Argentina,2021-02-19,0.56
3905,Argentina,2021-02-20,0.58
3906,Argentina,2021-02-21,0.58
3907,Argentina,2021-02-22,0.58
3908,Argentina,2021-02-23,0.59
3909,Argentina,2021-02-24,0.59
3910,Argentina,2021-02-25,0.6
3911,Argentina,2021-02-26,0.63
3912,Argentina,2021-02-27,0.64
3913,Argentina,2021-02-28,0.65
3914,Argentina,2021-03-01,0.65
3915,Argentina,2021-03-02,0.67
3916,Argentina,2021-03-03,0.68
3917,Argentina,2021-03-04,0.69
3918,Argentina,2021-03-05,0.72
3920,Argentina,2021-03-07,0.76
3921,Argentina,2021-03-08,0.76
3922,Argentina,2021-03-09,0.77
3923,Argentina,2021-03-10,0.77
3924,Argentina,2021-03-11,0.78
3925,Argentina,2021-03-12,0.84
3926,Argentina,2021-03-13,0.93
3927,Argentina,2021-03-14,0.99
3928,Argentina,2021-03-15,1.0
3929,Argentina,2021-03-16,1.06
3930,Argentina,2021-03-17,1.1
3931,Argentina,2021-03-18,1.14
3932,Argentina,2021-03-19,1.23
3933,Argentina,2021-03-20,1.31
3934,Argentina,2021-03-21,1.34
3935,Argentina,2021-03-22,1.34
3936,Argentina,2021-03-23,1.38
3937,Argentina,2021-03-24,1.4
3938,Argentina,2021-03-25,1.41
3939,Argentina,2021-03-26,1.44
3940,Argentina,2021-03-27,1.46
3941,Argentina,2021-03-28,1.47
3942,Argentina,2021-03-29,1.47
3943,Argentina,2021-03-30,1.48
3944,Argentina,2021-03-31,1.5
3945,Argentina,2021-04-01,1.51
3946,Argentina,2021-04-02,1.51
3947,Argentina,2021-04-03,1.51
3948,Argentina,2021-04-04,1.51
3949,Argentina,2021-04-05,1.51
3950,Argentina,2021-04-06,1.53
3951,Argentina,2021-04-07,1.55
3952,Argentina,2021-04-08,1.56
3953,Argentina,2021-04-09,1.57
3954,Argentina,2021-04-10,1.6
3955,Argentina,2021-04-11,1.61
3956,Argentina,2021-04-12,1.61
3957,Argentina,2021-04-13,1.63
3958,Argentina,2021-04-14,1.68
3959,Argentina,2021-04-15,1.71
3960,Argentina,2021-04-16,1.74
3961,Argentina,2021-04-17,1.76
3962,Argentina,2021-04-18,1.77
3963,Argentina,2021-04-19,1.77
3964,Argentina,2021-04-20,1.8
3965,Argentina,2021-04-21,1.83
3966,Argentina,2021-04-22,1.86
3967,Argentina,2021-04-23,1.89
3968,Argentina,2021-04-24,1.92
3969,Argentina,2021-04-25,1.93
3970,Argentina,2021-04-26,1.93
3971,Argentina,2021-04-27,1.95
3972,Argentina,2021-04-28,1.96
3973,Argentina,2021-04-29,2.01
3974,Argentina,2021-04-30,2.08
3975,Argentina,2021-05-01,2.14
3976,Argentina,2021-05-02,2.15
3977,Argentina,2021-05-03,2.19
3978,Argentina,2021-05-04,2.32
3979,Argentina,2021-05-05,2.5
3980,Argentina,2021-05-06,2.64
3981,Argentina,2021-05-07,2.8
3982,Argentina,2021-05-08,2.97
3983,Argentina,2021-05-09,3.08
3984,Argentina,2021-05-10,3.11
3985,Argentina,2021-05-11,3.2
3986,Argentina,2021-05-12,3.36
3987,Argentina,2021-05-13,3.61
3988,Argentina,2021-05-14,3.87
3989,Argentina,2021-05-15,4.14
3990,Argentina,2021-05-16,4.21
3991,Argentina,2021-05-17,4.32
3992,Argentina,2021-05-18,4.54
3993,Argentina,2021-05-19,4.66
3994,Argentina,2021-05-20,4.76
3995,Argentina,2021-05-21,4.93
3996,Argentina,2021-05-22,5.13
3997,Argentina,2021-05-23,5.23
3998,Argentina,2021-05-24,5.34
3999,Argentina,2021-05-25,5.39
4000,Argentina,2021-05-26,5.43
4001,Argentina,2021-05-27,5.57
4002,Argentina,2021-05-28,5.74
4003,Argentina,2021-05-29,5.97
4004,Argentina,2021-05-30,6.1
4005,Argentina,2021-05-31,6.15
4006,Argentina,2021-06-01,6.26
4007,Argentina,2021-06-02,6.36
4008,Argentina,2021-06-03,6.46
4009,Argentina,2021-06-04,6.54
4010,Argentina,2021-06-05,6.63
4011,Argentina,2021-06-06,6.68
4012,Argentina,2021-06-07,6.74
4013,Argentina,2021-06-08,6.83
4014,Argentina,2021-06-09,6.91
4015,Argentina,2021-06-10,6.97
4016,Argentina,2021-06-11,7.02
4017,Argentina,2021-06-12,7.13
4018,Argentina,2021-06-13,7.29
4019,Argentina,2021-06-14,7.39
4020,Argentina,2021-06-15,7.57
4021,Argentina,2021-06-16,7.72
4022,Argentina,2021-06-17,7.88
4023,Argentina,2021-06-18,8.02
4024,Argentina,2021-06-19,8.11
4025,Argentina,2021-06-20,8.16
4026,Argentina,2021-06-21,8.17
4027,Argentina,2021-06-22,8.23
4507,Aruba,2021-03-29,9.52
4519,Aruba,2021-04-10,11.14
4521,Aruba,2021-04-12,11.18
4522,Aruba,2021-04-13,11.26
4523,Aruba,2021-04-14,11.37
4524,Aruba,2021-04-15,11.77
4525,Aruba,2021-04-16,12.17
4526,Aruba,2021-04-17,12.94
4527,Aruba,2021-04-18,12.94
4528,Aruba,2021-04-19,13.97
4529,Aruba,2021-04-20,15.39
4530,Aruba,2021-04-21,16.79
4531,Aruba,2021-04-22,17.97
4532,Aruba,2021-04-23,18.63
4533,Aruba,2021-04-24,18.67
4534,Aruba,2021-04-25,18.68
4535,Aruba,2021-04-26,18.84
4537,Aruba,2021-04-28,19.53
4538,Aruba,2021-04-29,20.37
4539,Aruba,2021-04-30,21.13
4542,Aruba,2021-05-03,21.65
4543,Aruba,2021-05-04,22.3
4544,Aruba,2021-05-05,22.61
4545,Aruba,2021-05-06,22.65
4546,Aruba,2021-05-07,23.07
4547,Aruba,2021-05-08,23.37
4549,Aruba,2021-05-10,23.98
4550,Aruba,2021-05-11,24.9
4551,Aruba,2021-05-12,25.89
4552,Aruba,2021-05-13,26.7
4553,Aruba,2021-05-14,28.31
4554,Aruba,2021-05-15,29.15
4556,Aruba,2021-05-17,30.97
4557,Aruba,2021-05-18,33.15
4558,Aruba,2021-05-19,34.96
4559,Aruba,2021-05-20,36.5
4560,Aruba,2021-05-21,38.09
4561,Aruba,2021-05-22,40.64
4562,Aruba,2021-05-23,44.24
4563,Aruba,2021-05-24,45.15
4564,Aruba,2021-05-25,46.11
4565,Aruba,2021-05-26,46.29
4566,Aruba,2021-05-27,46.66
4567,Aruba,2021-05-28,47.21
4568,Aruba,2021-05-29,47.53
4570,Aruba,2021-05-31,47.81
4571,Aruba,2021-06-01,48.1
4572,Aruba,2021-06-02,48.41
4573,Aruba,2021-06-03,49.23
4574,Aruba,2021-06-04,49.24
4576,Aruba,2021-06-06,49.24
4577,Aruba,2021-06-07,49.5
4578,Aruba,2021-06-08,49.85
4579,Aruba,2021-06-09,50.16
4580,Aruba,2021-06-10,50.44
4581,Aruba,2021-06-11,50.72
4582,Aruba,2021-06-12,51.91
4584,Aruba,2021-06-14,52.16
4585,Aruba,2021-06-15,52.39
4586,Aruba,2021-06-16,52.65
4587,Aruba,2021-06-17,52.92
4588,Aruba,2021-06-18,53.2
4590,Aruba,2021-06-20,53.41
4591,Aruba,2021-06-21,53.69
4592,Aruba,2021-06-22,53.69
4941,Asia,2021-01-04,0.0
4942,Asia,2021-01-05,0.0
4943,Asia,2021-01-06,0.0
4944,Asia,2021-01-07,0.0
4945,Asia,2021-01-08,0.0
4946,Asia,2021-01-09,0.0
4947,Asia,2021-01-10,0.01
4948,Asia,2021-01-11,0.01
4949,Asia,2021-01-12,0.01
4950,Asia,2021-01-13,0.01
4951,Asia,2021-01-14,0.01
4952,Asia,2021-01-15,0.01
4953,Asia,2021-01-16,0.01
4954,Asia,2021-01-17,0.01
4955,Asia,2021-01-18,0.02
4956,Asia,2021-01-19,0.02
4957,Asia,2021-01-20,0.02
4958,Asia,2021-01-21,0.02
4959,Asia,2021-01-22,0.03
4960,Asia,2021-01-23,0.03
4961,Asia,2021-01-24,0.03
4962,Asia,2021-01-25,0.03
4963,Asia,2021-01-26,0.04
4964,Asia,2021-01-27,0.04
4965,Asia,2021-01-28,0.04
4966,Asia,2021-01-29,0.04
4967,Asia,2021-01-30,0.04
4968,Asia,2021-01-31,0.05
4969,Asia,2021-02-01,0.05
4970,Asia,2021-02-02,0.05
4971,Asia,2021-02-03,0.05
4972,Asia,2021-02-04,0.05
4973,Asia,2021-02-05,0.05
4974,Asia,2021-02-06,0.05
4975,Asia,2021-02-07,0.05
4976,Asia,2021-02-08,0.06
4977,Asia,2021-02-09,0.06
4978,Asia,2021-02-10,0.06
4979,Asia,2021-02-11,0.07
4980,Asia,2021-02-12,0.07
4981,Asia,2021-02-13,0.08
4982,Asia,2021-02-14,0.08
4983,Asia,2021-02-15,0.09
4984,Asia,2021-02-16,0.1
4985,Asia,2021-02-17,0.1
4986,Asia,2021-02-18,0.11
4987,Asia,2021-02-19,0.12
4988,Asia,2021-02-20,0.13
4989,Asia,2021-02-21,0.13
4990,Asia,2021-02-22,0.14
4991,Asia,2021-02-23,0.19
4992,Asia,2021-02-24,0.2
4993,Asia,2021-02-25,0.21
4994,Asia,2021-02-26,0.22
4995,Asia,2021-02-27,0.23
4996,Asia,2021-02-28,0.24
4997,Asia,2021-03-01,0.24
4998,Asia,2021-03-02,0.25
4999,Asia,2021-03-03,0.26
5000,Asia,2021-03-04,0.27
5001,Asia,2021-03-05,0.28
5002,Asia,2021-03-06,0.29
5003,Asia,2021-03-07,0.3
5004,Asia,2021-03-08,0.31
5005,Asia,2021-03-09,0.32
5006,Asia,2021-03-10,0.33
5007,Asia,2021-03-11,0.34
5008,Asia,2021-03-12,0.35
5009,Asia,2021-03-13,0.36
5010,Asia,2021-03-14,0.37
5011,Asia,2021-03-15,0.39
5012,Asia,2021-03-16,0.41
5013,Asia,2021-03-17,0.43
5014,Asia,2021-03-18,0.45
5015,Asia,2021-03-19,0.47
5016,Asia,2021-03-20,0.48
5017,Asia,2021-03-21,0.48
5018,Asia,2021-03-22,0.5
5019,Asia,2021-03-23,0.52
5020,Asia,2021-03-24,0.54
5021,Asia,2021-03-25,0.55
5022,Asia,2021-03-26,0.57
5023,Asia,2021-03-27,0.57
5024,Asia,2021-03-28,0.58
5025,Asia,2021-03-29,0.58
5026,Asia,2021-03-30,0.59
5027,Asia,2021-03-31,0.61
5028,Asia,2021-04-01,0.64
5029,Asia,2021-04-02,0.65
5030,Asia,2021-04-03,0.66
5031,Asia,2021-04-04,0.67
5032,Asia,2021-04-05,0.68
5033,Asia,2021-04-06,0.7
5034,Asia,2021-04-07,0.72
5035,Asia,2021-04-08,0.74
5036,Asia,2021-04-09,0.75
5037,Asia,2021-04-10,0.78
5038,Asia,2021-04-11,0.79
5039,Asia,2021-04-12,0.81
5040,Asia,2021-04-13,0.83
5041,Asia,2021-04-14,0.85
5042,Asia,2021-04-15,0.87
5043,Asia,2021-04-16,0.89
5044,Asia,2021-04-17,0.91
5045,Asia,2021-04-18,0.94
5046,Asia,2021-04-19,0.97
5047,Asia,2021-04-20,1.01
5048,Asia,2021-04-21,1.03
5049,Asia,2021-04-22,1.08
5050,Asia,2021-04-23,1.09
5051,Asia,2021-04-24,1.1
5052,Asia,2021-04-25,1.15
5053,Asia,2021-04-26,1.19
5054,Asia,2021-04-27,1.24
5055,Asia,2021-04-28,1.28
5056,Asia,2021-04-29,1.33
5057,Asia,2021-04-30,1.37
5058,Asia,2021-05-01,1.39
5059,Asia,2021-05-02,1.4
5060,Asia,2021-05-03,1.43
5061,Asia,2021-05-04,1.48
5062,Asia,2021-05-05,1.52
5063,Asia,2021-05-06,1.57
5064,Asia,2021-05-07,1.62
5065,Asia,2021-05-08,1.66
5066,Asia,2021-05-09,1.67
5067,Asia,2021-05-10,1.72
5068,Asia,2021-05-11,1.8
5069,Asia,2021-05-12,1.83
5070,Asia,2021-05-13,1.87
5071,Asia,2021-05-14,1.89
5072,Asia,2021-05-15,1.91
5073,Asia,2021-05-16,1.92
5074,Asia,2021-05-17,1.95
5075,Asia,2021-05-18,1.99
5076,Asia,2021-05-19,2.01
5077,Asia,2021-05-20,2.04
5078,Asia,2021-05-21,2.07
5079,Asia,2021-05-22,2.08
5080,Asia,2021-05-23,2.1
5081,Asia,2021-05-24,2.13
5082,Asia,2021-05-25,2.15
5083,Asia,2021-05-26,2.17
5084,Asia,2021-05-27,2.19
5085,Asia,2021-05-28,2.2
5086,Asia,2021-05-29,2.22
5087,Asia,2021-05-30,2.24
5088,Asia,2021-05-31,2.26
5089,Asia,2021-06-01,2.29
5090,Asia,2021-06-02,2.31
5091,Asia,2021-06-03,2.34
5092,Asia,2021-06-04,2.36
5093,Asia,2021-06-05,2.37
5094,Asia,2021-06-06,2.39
5095,Asia,2021-06-07,2.42
5096,Asia,2021-06-08,2.45
5097,Asia,2021-06-09,2.48
5098,Asia,2021-06-10,7.32
5099,Asia,2021-06-11,7.34
5100,Asia,2021-06-12,7.37
5101,Asia,2021-06-13,7.4
5102,Asia,2021-06-14,7.44
5103,Asia,2021-06-15,7.49
5104,Asia,2021-06-16,7.54
5105,Asia,2021-06-17,7.57
5106,Asia,2021-06-18,7.6
5107,Asia,2021-06-19,7.62
5108,Asia,2021-06-20,7.67
5109,Asia,2021-06-21,7.72
5110,Asia,2021-06-22,7.76
5595,Australia,2021-05-24,1.63
5596,Australia,2021-05-25,1.64
5597,Australia,2021-05-26,1.85
5598,Australia,2021-05-27,1.89
5599,Australia,2021-05-28,1.93
5600,Australia,2021-05-29,1.95
5601,Australia,2021-05-30,1.95
5602,Australia,2021-05-31,1.96
5603,Australia,2021-06-01,1.97
5604,Australia,2021-06-02,2.12
5605,Australia,2021-06-03,2.15
5606,Australia,2021-06-04,2.19
5607,Australia,2021-06-05,2.21
5608,Australia,2021-06-06,2.23
5609,Australia,2021-06-07,2.26
5610,Australia,2021-06-08,2.49
5611,Australia,2021-06-09,2.55
5612,Australia,2021-06-10,2.57
5613,Australia,2021-06-11,2.62
5614,Australia,2021-06-12,2.68
5615,Australia,2021-06-13,2.72
5616,Australia,2021-06-14,2.73
5617,Australia,2021-06-15,2.74
5618,Australia,2021-06-16,3.05
5619,Australia,2021-06-17,3.14
5620,Australia,2021-06-18,3.22
5624,Australia,2021-06-22,4.26
5951,Austria,2021-01-16,0.0
5952,Austria,2021-01-17,0.0
5953,Austria,2021-01-18,0.01
5954,Austria,2021-01-19,0.03
5955,Austria,2021-01-20,0.04
5956,Austria,2021-01-21,0.05
5957,Austria,2021-01-22,0.05
5958,Austria,2021-01-23,0.05
5959,Austria,2021-01-24,0.05
5960,Austria,2021-01-25,0.05
5961,Austria,2021-01-26,0.06
5962,Austria,2021-01-27,0.07
5963,Austria,2021-01-28,0.1
5964,Austria,2021-01-29,0.21
5965,Austria,2021-01-30,0.23
5966,Austria,2021-01-31,0.25
5967,Austria,2021-02-01,0.28
5968,Austria,2021-02-02,0.44
5969,Austria,2021-02-03,0.61
5970,Austria,2021-02-04,0.8
5971,Austria,2021-02-05,1.0
5972,Austria,2021-02-06,1.07
5973,Austria,2021-02-07,1.12
5974,Austria,2021-02-08,1.2
5975,Austria,2021-02-09,1.39
5976,Austria,2021-02-10,1.59
5977,Austria,2021-02-11,1.81
5978,Austria,2021-02-12,2.01
5979,Austria,2021-02-13,2.07
5980,Austria,2021-02-14,2.08
5981,Austria,2021-02-15,2.12
5982,Austria,2021-02-16,2.2
5983,Austria,2021-02-17,2.31
5984,Austria,2021-02-18,2.4
5985,Austria,2021-02-19,2.5
5986,Austria,2021-02-20,2.51
5987,Austria,2021-02-21,2.52
5988,Austria,2021-02-22,2.54
5989,Austria,2021-02-23,2.59
5990,Austria,2021-02-24,2.63
5991,Austria,2021-02-25,2.67
5992,Austria,2021-02-26,2.72
5993,Austria,2021-02-27,2.74
5994,Austria,2021-02-28,2.75
5995,Austria,2021-03-01,2.76
5996,Austria,2021-03-02,2.79
5997,Austria,2021-03-03,2.81
5998,Austria,2021-03-04,2.84
5999,Austria,2021-03-05,2.88
6000,Austria,2021-03-06,2.9
6001,Austria,2021-03-07,2.91
6002,Austria,2021-03-08,2.93
6003,Austria,2021-03-09,2.97
6004,Austria,2021-03-10,3.02
6005,Austria,2021-03-11,3.08
6006,Austria,2021-03-12,3.14
6007,Austria,2021-03-13,3.2
6008,Austria,2021-03-14,3.25
6009,Austria,2021-03-15,3.27
6010,Austria,2021-03-16,3.35
6011,Austria,2021-03-17,3.44
6012,Austria,2021-03-18,3.53
6013,Austria,2021-03-19,3.62
6014,Austria,2021-03-20,3.73
6015,Austria,2021-03-21,3.77
6016,Austria,2021-03-22,3.8
6017,Austria,2021-03-23,3.99
6018,Austria,2021-03-24,4.19
6019,Austria,2021-03-25,4.37
6020,Austria,2021-03-26,4.58
6021,Austria,2021-03-27,4.74
6022,Austria,2021-03-28,4.79
6023,Austria,2021-03-29,4.86
6024,Austria,2021-03-30,4.99
6025,Austria,2021-03-31,5.13
6026,Austria,2021-04-01,5.35
6027,Austria,2021-04-02,5.56
6028,Austria,2021-04-03,5.66
6029,Austria,2021-04-04,5.68
6030,Austria,2021-04-05,5.73
6031,Austria,2021-04-06,5.87
6032,Austria,2021-04-07,6.05
6033,Austria,2021-04-08,6.33
6034,Austria,2021-04-09,6.7
6035,Austria,2021-04-10,7.02
6036,Austria,2021-04-11,7.2
6037,Austria,2021-04-12,7.27
6038,Austria,2021-04-13,7.4
6039,Austria,2021-04-14,7.55
6040,Austria,2021-04-15,7.77
6041,Austria,2021-04-16,7.97
6042,Austria,2021-04-17,8.21
6043,Austria,2021-04-18,8.26
6044,Austria,2021-04-19,8.32
6045,Austria,2021-04-20,8.46
6046,Austria,2021-04-21,8.58
6047,Austria,2021-04-22,8.7
6048,Austria,2021-04-23,8.83
6049,Austria,2021-04-24,8.89
6050,Austria,2021-04-25,8.91
6051,Austria,2021-04-26,8.95
6052,Austria,2021-04-27,9.08
6053,Austria,2021-04-28,9.24
6054,Austria,2021-04-29,9.4
6055,Austria,2021-04-30,9.56
6056,Austria,2021-05-01,9.65
6057,Austria,2021-05-02,9.66
6058,Austria,2021-05-03,9.8
6059,Austria,2021-05-04,10.04
6060,Austria,2021-05-05,10.24
6061,Austria,2021-05-06,10.47
6062,Austria,2021-05-07,10.73
6063,Austria,2021-05-08,10.94
6064,Austria,2021-05-09,11.01
6065,Austria,2021-05-10,11.13
6066,Austria,2021-05-11,11.33
6067,Austria,2021-05-12,11.6
6068,Austria,2021-05-13,11.69
6069,Austria,2021-05-14,11.96
6070,Austria,2021-05-15,12.15
6071,Austria,2021-05-16,12.23
6072,Austria,2021-05-17,12.43
6073,Austria,2021-05-18,12.74
6074,Austria,2021-05-19,13.11
6075,Austria,2021-05-20,13.51
6076,Austria,2021-05-21,13.97
